Serial Number,Receipt Number,Date,Register Name,Draft Name,Occupants,Total Product Count,Product Name,Product Category,Product Notes,Product Quantity,Product Price,Product Tax,Product Zero Tax,Product Discount,Product Coupon Code,Product Total,Subtotal Price,Tax,Zero Tax,Bulk Discount,Bulk Coupon Code,Discount,Roundoff,Packaging Small,Tea Kettle,Small Packaging,Packaging large,Packaging medium,Total Price,Cash Refund,Card Refund,Other Refund,Payment Status,Fulfillment Status,Cancellation Status,Delivery Date,Tags,Channel Name,Brand Name,Channel Id,,Customer Name,Shipping Address,Customer Tags,Redemption CRM,Redemption Type
SA7284,SA-Q2I-2007-7283,"Dec 14, 2021 12:26",Main Register,Table 2,,1,Vada Pav + Chai / Elaichi Chai / Vada Pav,Everyday Combos,,2,158,0,0,0,,158,158,0,,0,,0,0,,,,,,158,0,0,0,paid,fulfilled,,,,,,,,Shweta,,,,
SA7283,SA-Q2I-2007-7284,"Dec 14, 2021 12:48",Main Register,Table 1,,3,Butter Maggi,Maggi Maggi Maggi,,2,100,0,0,0,,100,170,0,,0,,0,0,,,,,,170,0,0,0,paid,fulfilled,,,,,,,,Samridhhi,,,,
SA7283,SA-Q2I-2007-7284,"Dec 14, 2021 12:48",,,,,Cold Drink - Thumbs Up,Unchai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7283,SA-Q2I-2007-7284,"Dec 14, 2021 12:48",,,,,Cold Drink - Sprite,Unchai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7290,SA-Q2I-2007-7285,"Dec 14, 2021 13:58",Main Register,Table 5,,2,2 Cold Coffee + Sandwich + Nachos / Veg Cheese Sandwich,Everyday Combos,,1,299,0,0,0,,299,324,0,,0,,0,0,,,,,,324,0,0,0,paid,fulfilled,,,,,,,,akash,,,,
SA7290,SA-Q2I-2007-7285,"Dec 14, 2021 13:58",,,,,Adrak Chai,Chai,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7286,SA-Q2I-2007-7286,"Dec 14, 2021 14:18",Main Register,Table 6,,1,Adrak Chai,Chai,,2,60,0,0,0,,60,60,0,,0,,0,0,,,,,,60,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7286,SA-Q2I-2007-7286,"Dec 14, 2021 14:18",,,,,Kulhad / Clay Pot,Addon,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7285,SA-Q2I-2007-7287,"Dec 14, 2021 14:28",Main Register,Take-Away-1,,1,Classic Veg Burger,Burgers,,3,240,0,0,0,,240,240,0,,0,,0,0,,,,,,240,0,0,0,paid,fulfilled,,,,,,,,Supriya,,,,
SA7291,SA-Q2I-2007-7288,"Dec 14, 2021 14:35",Main Register,Table 4,,4,Veg Cheese Maggi,Maggi Maggi Maggi,,1,90,0,0,0,,90,330,0,,0,,0,0,,,,,,330,0,0,0,paid,fulfilled,,,,,,,,Mahi,,,,
SA7291,SA-Q2I-2007-7288,"Dec 14, 2021 14:35",,,,,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7291,SA-Q2I-2007-7288,"Dec 14, 2021 14:35",,,,,Adrak Chai,Chai,,3,75,0,0,0,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7291,SA-Q2I-2007-7288,"Dec 14, 2021 14:35",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7288,SA-Q2I-2007-7289,"Dec 14, 2021 14:57",Main Register,Take-Away-2,,2,Classic Hot Coffee,Coffee,,2,100,0,0,0,,100,165,0,,0,,0,0,,,,,,165,0,0,0,paid,fulfilled,,,,,,,,Astha,,,,
SA7288,SA-Q2I-2007-7289,"Dec 14, 2021 14:57",,,,,Vada Pav,Vada Pav,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7287,SA-Q2I-2007-7290,"Dec 14, 2021 14:59",Main Register,Take-Away-3,,0,,,,,,,,,,,0,0,,0,,0,0,,,,,,0,0,0,0,unpaid,unfulfilled,cancelled,,,,,,,,,,,
SA7289,SA-Q2I-2007-7291,"Dec 14, 2021 14:59",Main Register,Take-Away-4,,1,Poha,Samosas & More,,1,70,0,0,0,,70,70,0,,0,,0,0,,,,,,70,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7298,SA-Q2I-2007-7292,"Dec 14, 2021 15:18",Main Register,Table 6,,6,Veg Corn Cheese Sandwich,Grilled Sandwiches,,2,260,0,0,0,,260,520,0,,0,,0,0,,,,,,520,0,0,0,paid,fulfilled,,,,,,,,ramsha,,,,
SA7298,SA-Q2I-2007-7292,"Dec 14, 2021 15:18",,,,,Adrak Chai,Chai,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7298,SA-Q2I-2007-7292,"Dec 14, 2021 15:18",,,,,Elaichi Chai,Chai,,1,30,0,0,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7298,SA-Q2I-2007-7292,"Dec 14, 2021 15:18",,,,,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7298,SA-Q2I-2007-7292,"Dec 14, 2021 15:18",,,,,French Fries,Fries & Nachos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7298,SA-Q2I-2007-7292,"Dec 14, 2021 15:18",,,,,Vada Pav,Vada Pav,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7293,SA-Q2I-2007-7293,"Dec 14, 2021 15:40",Main Register,Table 3,,1,Adrak Elaichi Chai,Chai,,2,90,0,0,0,,90,90,0,,0,,0,0,,,,,,90,0,0,0,paid,fulfilled,,,,,,,,Utkarsh,,,,
SA7293,SA-Q2I-2007-7293,"Dec 14, 2021 15:40",,,,,Kulhad / Clay Pot,Addon,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7292,SA-Q2I-2007-7294,"Dec 14, 2021 15:42",Main Register,Table 2,,3,Strawberry Shake,Shakes,,1,110,0,0,0,,110,355,0,,0,,0,0,,,,,,355,0,0,0,paid,fulfilled,,,,,,,,Vashisth,,,,
SA7292,SA-Q2I-2007-7294,"Dec 14, 2021 15:42",,,,,Cold Coffee - Regular,Coffee,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7292,SA-Q2I-2007-7294,"Dec 14, 2021 15:42",,,,,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7294,SA-Q2I-2007-7295,"Dec 14, 2021 16:09",Main Register,Table 4,,1,Jalapeno Veggie Wrap,Wraps,,1,95,0,0,0,,95,95,0,,0,,0,0,,,,,,95,0,0,0,paid,fulfilled,,,,,,,,Shreya,,,,
SA7295,SA-Q2I-2007-7296,"Dec 14, 2021 16:12",Main Register,Table 3,,1,Adrak Chai,Chai,,2,50,0,0,0,,50,50,0,,0,,0,0,,,,,,50,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7297,SA-Q2I-2007-7297,"Dec 14, 2021 16:37",Main Register,Table 5,,3,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,135,0,,0,,0,0,,,,,,135,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7297,SA-Q2I-2007-7297,"Dec 14, 2021 16:37",,,,,Bun Maska,Maska Bun,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7297,SA-Q2I-2007-7297,"Dec 14, 2021 16:37",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7300,SA-Q2I-2007-7298,"Dec 14, 2021 16:51",Main Register,Table 2,,2,Adrak Chai,Chai,,2,50,0,0,0,,50,180,0,,0,,0,0,,,,,,180,0,0,0,paid,fulfilled,,,,,,,,akhilesh,,,,
SA7300,SA-Q2I-2007-7298,"Dec 14, 2021 16:51",,,,,Vada Pav,Vada Pav,,2,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7301,SA-Q2I-2007-7300,"Dec 14, 2021 17:14",Main Register,Table 4,,4,Tandoori Cheese Burger,Burgers,,1,95,0,0,0,,95,315,0,,0,,0,0,,,,,,315,0,0,0,paid,fulfilled,,,,,,,,Himanshu,,,,
SA7301,SA-Q2I-2007-7300,"Dec 14, 2021 17:14",,,,,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7301,SA-Q2I-2007-7300,"Dec 14, 2021 17:14",,,,,Cold Drink - Thumbs Up,Unchai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7301,SA-Q2I-2007-7300,"Dec 14, 2021 17:14",,,,,Cold Drink - Sprite,Unchai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7299,SA-Q2I-2007-7301,"Dec 14, 2021 17:16",Main Register,Take-Away-5,,3,Adrak Elaichi Chai,Chai,,1,45,0,0,0,,45,325,0,,0,,0,0,,,,,,325,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7299,SA-Q2I-2007-7301,"Dec 14, 2021 17:16",,,,,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7299,SA-Q2I-2007-7301,"Dec 14, 2021 17:16",,,,,Paneer Creamy Momos,Momos,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7299,SA-Q2I-2007-7301,"Dec 14, 2021 17:16",,,,,Kulhad / Clay Pot,Addon,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7303,SA-Q2I-2007-7302,"Dec 14, 2021 17:17",Main Register,Table 3,,3,Veg Maggi,Maggi Maggi Maggi,,1,65,0,0,0,,65,180,0,,0,,0,0,,,,,,180,0,0,0,paid,fulfilled,,,,,,,,Rakhi,,,,
SA7303,SA-Q2I-2007-7302,"Dec 14, 2021 17:17",,,,,Veg Fried Momos,Momos,,1,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7303,SA-Q2I-2007-7302,"Dec 14, 2021 17:17",,,,,Cold Drink - Thumbs Up,Unchai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7302,SA-Q2I-2007-7303,"Dec 14, 2021 17:26",Main Register,Table 6,,1,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,80,0,,0,,0,0,,,,,,80,0,0,0,paid,fulfilled,,,,,,,,Pushkar,,,,
SA7307,SA-Q2I-2007-7304,"Dec 14, 2021 17:48",Main Register,Table 6,,4,Classic Hot Coffee,Coffee,,2,100,0,0,0,,100,304,0,,4,,4,0,,,,,,300,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7307,SA-Q2I-2007-7304,"Dec 14, 2021 17:48",,,,,Paneer Corn Pizza,Pizza,,1,139,0,0,0,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7307,SA-Q2I-2007-7304,"Dec 14, 2021 17:48",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7307,SA-Q2I-2007-7304,"Dec 14, 2021 17:48",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7304,SA-Q2I-2007-7305,"Dec 14, 2021 18:04",Main Register,Table 1,,2,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,90,0,,0,,0,0,,,,,,90,0,0,0,paid,fulfilled,,,,,,,,mridul,,,,
SA7304,SA-Q2I-2007-7305,"Dec 14, 2021 18:04",,,,,Bun Maska,Maska Bun,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7305,SA-Q2I-2007-7306,"Dec 14, 2021 18:30",Main Register,Table 4,,2,Veg Fried Momos,Momos,,1,80,0,0,0,,80,230,0,,0,,0,0,,,,,,230,0,0,0,paid,fulfilled,,,,,,,,Shikhar,,,,
SA7305,SA-Q2I-2007-7306,"Dec 14, 2021 18:30",,,,,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7306,SA-Q2I-2007-7307,"Dec 14, 2021 18:48",Main Register,Table 2,,4,Peri Peri Fries,Fries & Nachos,,1,110,0,0,0,,110,520,0,,0,,0,0,,,,,,520,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7306,SA-Q2I-2007-7307,"Dec 14, 2021 18:48",,,,,Classic Hot Coffee,Coffee,,3,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7306,SA-Q2I-2007-7307,"Dec 14, 2021 18:48",,,,,Makhani Loaded Fries,Fries & Nachos,,1,140,0,0,0,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7306,SA-Q2I-2007-7307,"Dec 14, 2021 18:48",,,,,Cold Coffee - Frappe,Coffee,,1,120,0,0,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7308,SA-Q2I-2007-7308,"Dec 14, 2021 19:44",Main Register,Table 3,,2,Hot Coffee- Hazelnut,Coffee,,1,90,0,0,0,,90,240,0,,0,,0,0,,,,,,240,0,0,0,paid,fulfilled,,,,,,,,Abhas,,,,
SA7308,SA-Q2I-2007-7308,"Dec 14, 2021 19:44",,,,,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7312,SA-Q2I-2007-7309,"Dec 14, 2021 19:54",Main Register,Table 2,,3,Adrak Chai,Chai,,2,50,0,0,0,,50,229,0,,0,,0,0,,,,,,229,0,0,0,paid,fulfilled,,,,,,,,karan,,,,
SA7312,SA-Q2I-2007-7309,"Dec 14, 2021 19:54",,,,,Bun Maska,Maska Bun,,2,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7312,SA-Q2I-2007-7309,"Dec 14, 2021 19:54",,,,,Classic Margherita Pizza,Pizza,,1,99,0,0,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7309,SA-Q2I-2007-7310,"Dec 14, 2021 19:55",Main Register,Table 5,,4,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,390,0,,0,,0,0,,,,,,390,0,0,0,paid,fulfilled,,,,,,,,Utkarsh,,,,
SA7309,SA-Q2I-2007-7310,"Dec 14, 2021 19:55",,,,,Veg Corn Cheese Sandwich,Grilled Sandwiches,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7309,SA-Q2I-2007-7310,"Dec 14, 2021 19:55",,,,,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7309,SA-Q2I-2007-7310,"Dec 14, 2021 19:55",,,,,Adrak Chai,Chai,,2,60,0,0,0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7309,SA-Q2I-2007-7310,"Dec 14, 2021 19:55",,,,,Kulhad / Clay Pot,Addon,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7310,SA-Q2I-2007-7311,"Dec 14, 2021 19:58",Main Register,Table 6,,1,Adrak Chai,Chai,,5,150,0,0,0,,150,150,0,,0,,0,0,,,,,,150,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7310,SA-Q2I-2007-7311,"Dec 14, 2021 19:58",,,,,Kulhad / Clay Pot,Addon,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7314,SA-Q2I-2007-7312,"Dec 14, 2021 20:14",Main Register,Table 3,,2,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,210,0,,17.48,,17.48,0.48,,,,,,193,0,0,0,paid,fulfilled,,,,,,,,Kushagra,,,Bingage,Wallet
SA7314,SA-Q2I-2007-7312,"Dec 14, 2021 20:14",,,,,Vada Pav,Vada Pav,,2,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7311,SA-Q2I-2007-7313,"Dec 14, 2021 20:28",Main Register,Take-Away-6,,2,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,260,0,,0,,0,0,,,,,,260,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7311,SA-Q2I-2007-7313,"Dec 14, 2021 20:28",,,,,Peri Peri Fries,Fries & Nachos,,1,110,0,0,0,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7315,SA-Q2I-2007-7314,"Dec 14, 2021 20:37",Main Register,Table 5,,2,Elaichi Chai,Chai,,6,210,0,0,0,,210,300,0,,0,,0,0,,,,,,300,0,0,0,paid,fulfilled,,,,,,,,charchit,,,,
SA7315,SA-Q2I-2007-7314,"Dec 14, 2021 20:37",,,,,French Fries,Fries & Nachos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7315,SA-Q2I-2007-7314,"Dec 14, 2021 20:37",,,,,Kulhad / Clay Pot,Addon,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7313,SA-Q2I-2007-7315,"Dec 14, 2021 20:43",Main Register,Table 4,,1,Elaichi Chai,Chai,,2,60,0,0,0,,60,60,0,,0,,0,0,,,,,,60,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7316,SA-Q2I-2007-7316,"Dec 14, 2021 21:00",Main Register,Table 4,,4,Paneer Cheese Love Pizza,Pizza,,1,189,0,0,0,,189,584,0,,84,,84,0,,,,,,500,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7316,SA-Q2I-2007-7316,"Dec 14, 2021 21:00",,,,,Veg Cheese Burger,Burgers,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7316,SA-Q2I-2007-7316,"Dec 14, 2021 21:00",,,,,Paneer Makhani Grilled Sandwich,Grilled Sandwiches,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7316,SA-Q2I-2007-7316,"Dec 14, 2021 21:00",,,,,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7317,SA-Q2I-2007-7317,"Dec 15, 2021 10:59",Main Register,Table 5,,1,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,50,0,,0,,0,0,,,,,,50,0,0,0,paid,fulfilled,,,,,,,,shiva,,,,
SA7318,SA-Q2I-2007-7318,"Dec 15, 2021 11:55",Main Register,Table 5,,5,Adrak Chai,Chai,,1,25,0,0,0,,25,535,0,,0,,0,0,,,,,,535,0,0,0,paid,fulfilled,,,,,,,,aditi,,,,
SA7318,SA-Q2I-2007-7318,"Dec 15, 2021 11:55",,,,,Masala Chai,Chai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7318,SA-Q2I-2007-7318,"Dec 15, 2021 11:55",,,,,Mixed Sauce Penne Pasta,Pasta,,1,165,0,0,0,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7318,SA-Q2I-2007-7318,"Dec 15, 2021 11:55",,,,,Garlic Cheese Grilled Sandwich,Grilled Sandwiches,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7318,SA-Q2I-2007-7318,"Dec 15, 2021 11:55",,,,,Hot Coffee- Hazelnut,Coffee,,2,180,0,0,0,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7321,SA-Q2I-2007-7319,"Dec 15, 2021 13:49",Main Register,Table 2,,3,French Fries,Fries & Nachos,,1,90,0,0,0,,90,205,0,,0,,0,0,,,,,,205,0,0,0,paid,fulfilled,,,,,,,,Ayushi,,,,
SA7321,SA-Q2I-2007-7319,"Dec 15, 2021 13:49",,,,,Cold Drink - Thumbs Up,Unchai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7321,SA-Q2I-2007-7319,"Dec 15, 2021 13:49",,,,,Veg Fried Momos,Momos,,1,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7319,SA-Q2I-2007-7320,"Dec 15, 2021 13:52",Main Register,Table 5,,3,Peri Peri Fries,Fries & Nachos,,1,110,0,0,0,,110,330,0,,0,,0,0,,,,,,330,0,0,0,paid,fulfilled,,,,,,,,akash,,,,
SA7319,SA-Q2I-2007-7320,"Dec 15, 2021 13:52",,,,,Kit Kat Shake,Shakes,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7319,SA-Q2I-2007-7320,"Dec 15, 2021 13:52",,,,,Veg Tandoori Momos,Momos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7320,SA-Q2I-2007-7321,"Dec 15, 2021 14:23",Main Register,Table 4,,1,Elaichi Chai,Chai,,1,35,0,0,0,,35,35,0,,0,,0,0,,,,,,35,0,0,0,paid,fulfilled,,,,,,,,shristi,,,,
SA7320,SA-Q2I-2007-7321,"Dec 15, 2021 14:23",,,,,Kulhad / Clay Pot,Addon,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7322,SA-Q2I-2007-7322,"Dec 15, 2021 14:38",Main Register,Table 6,,1,Elaichi Chai,Chai,,2,60,0,0,0,,60,60,0,,0,,0,0,,,,,,60,0,0,0,paid,fulfilled,,,,,,,,Kundan,,,,
SA7323,SA-Q2I-2007-7323,"Dec 15, 2021 15:29",Main Register,Table 5,,5,Tandoori Veggie Wrap,Wraps,,1,95,0,0,0,,95,370,0,,0,,0,0,,,,,,370,0,0,0,paid,fulfilled,,,,,,,,Vigyat,,,,
SA7323,SA-Q2I-2007-7323,"Dec 15, 2021 15:29",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7323,SA-Q2I-2007-7323,"Dec 15, 2021 15:29",,,,,Classic Veg Burger,Burgers,,1,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7323,SA-Q2I-2007-7323,"Dec 15, 2021 15:29",,,,,Peri Peri Fries,Fries & Nachos,,1,110,0,0,0,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7323,SA-Q2I-2007-7323,"Dec 15, 2021 15:29",,,,,Cold Drink - Thumbs Up,Unchai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7324,SA-Q2I-2007-7324,"Dec 15, 2021 15:33",Main Register,Table 2,,2,Adrak Chai,Chai,,2,50,0,0,0,,50,90,0,,0,,0,0,,,,,,90,0,0,0,paid,fulfilled,,,,,,,,Dharam,,,,
SA7324,SA-Q2I-2007-7324,"Dec 15, 2021 15:33",,,,,Bun Maska,Maska Bun,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7325,SA-Q2I-2007-7325,"Dec 15, 2021 15:55",Main Register,Table 4,,2,Adrak Chai,Chai,,2,50,0,0,0,,50,200,0,,0,,0,0,,,,,,200,0,0,0,paid,fulfilled,,,,,,,,Gaurav,,,,
SA7325,SA-Q2I-2007-7325,"Dec 15, 2021 15:55",,,,,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7326,SA-Q2I-2007-7326,"Dec 15, 2021 16:23",Main Register,Table 6,,2,Veg Fried Momos,Momos,,1,80,0,0,0,,80,190,0,,0,,0,0,,,,,,190,0,0,0,paid,fulfilled,,,,,,,,Aniket,,,,
SA7326,SA-Q2I-2007-7326,"Dec 15, 2021 16:23",,,,,Strawberry Shake,Shakes,,1,110,0,0,0,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7327,SA-Q2I-2007-7327,"Dec 15, 2021 17:31",Main Register,Table 5,,2,Adrak Chai,Chai,,2,50,0,0,0,,50,120,0,,37.13,,37.13,0.13,,,,,,83,0,0,0,paid,fulfilled,,,,,,,,Himanshu,,,Bingage,Wallet
SA7327,SA-Q2I-2007-7327,"Dec 15, 2021 17:31",,,,,Poha,Samosas & More,,1,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7328,SA-Q2I-2007-7328,"Dec 15, 2021 17:53",Main Register,Table 2,,1,Adrak Chai,Chai,,2,50,0,0,0,,50,50,0,,0,,0,0,,,,,,50,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7329,SA-Q2I-2007-7329,"Dec 15, 2021 18:13",Main Register,Table 5,,2,Classic Hot Coffee,Coffee,,2,100,0,0,0,,100,259,0,,0,,0,0,,,,,,259,0,0,0,paid,fulfilled,,,,,,,,badal,,,,
SA7329,SA-Q2I-2007-7329,"Dec 15, 2021 18:13",,,,,Fresh Veggie Pizza,Pizza,,1,159,0,0,0,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7331,SA-Q2I-2007-7330,"Dec 15, 2021 18:20",Main Register,Table 6,,4,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,379,0,,111.14,,111.14,0.14,,,,,,268,0,0,0,paid,fulfilled,,,,,,,,Sachin,,,Bingage,Wallet
SA7331,SA-Q2I-2007-7330,"Dec 15, 2021 18:20",,,,,Classic Veg Burger,Burgers,,1,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7331,SA-Q2I-2007-7330,"Dec 15, 2021 18:20",,,,,Classic Margherita Pizza,Pizza,,1,99,0,0,0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7331,SA-Q2I-2007-7330,"Dec 15, 2021 18:20",,,,,Mumbaiya Vada Wrap,Wraps,,1,120,0,0,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7330,SA-Q2I-2007-7331,"Dec 15, 2021 18:57",Main Register,Take-Away-1,,1,Vada Pav,Vada Pav,,3,195,0,0,0,,195,195,0,,0,,0,0,,,,,,195,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7332,SA-Q2I-2007-7332,"Dec 15, 2021 19:06",Main Register,Take-Away-2,,1,Vada Pav,Vada Pav,,1,65,0,0,0,,65,65,0,,0,,0,0,,,5,,,70,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7334,SA-Q2I-2007-7333,"Dec 15, 2021 19:11",Main Register,Table 5,,3,Bun Maska,Maska Bun,,1,40,0,0,0,,40,100,0,,0,,0,0,,,,,,100,0,0,0,paid,fulfilled,,,,,,,,Prateek,,,,
SA7334,SA-Q2I-2007-7333,"Dec 15, 2021 19:11",,,,,Masala Chai,Chai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7334,SA-Q2I-2007-7333,"Dec 15, 2021 19:11",,,,,Adrak Chai,Chai,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
